number,0_Area under the curve,0_Autocorrelation,0_Centroid,0_Mean absolute diff,0_Mean diff,0_Median absolute diff,0_Median diff,0_Negative turning points,0_Neighbourhood peaks,0_Positive turning points,0_Signal distance,0_Slope,0_Sum absolute diff,0_Zero crossing rate
condition_20,132311.0,54990019.0,1528.7711938233736,27.93831619894415,0.0,0.0,0.0,222.0,70.0,300.0,103255.3176051007,-0.013843249396341267,100550.0,260.0
condition_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3599.0,0.0,0.0,0.0
condition_21,245744.5,169551068.0,1746.6000771755682,42.17810502917477,0.0008335648791330926,0.0,0.0,183.0,129.0,431.0,154213.91425743417,-0.010114369864791918,151799.0,609.0
condition_21,234267.5,142321276.0,2461.6342856917613,44.382606279522086,0.004723534315087524,0.0,0.0,204.0,148.0,466.0,162096.5329890799,0.032783925626331735,159733.0,685.0
condition_21,348796.0,189732550.0,1892.9526883658075,64.38566268407891,0.0,0.0,0.0,305.0,141.0,582.0,233632.25941542457,0.00575073681204245,231724.0,718.0
condition_21,277862.5,178125573.0,1648.3859080807,65.59183106418449,0.01694915254237288,0.0,0.0,325.0,140.0,599.0,238019.75216066686,-0.00401175789699778,236065.0,807.0
condition_21,267309.0,175780418.0,1406.6128165368227,54.233398166157265,-0.028341205890525144,0.0,0.0,249.0,138.0,510.0,197392.78815848066,-0.011686093237095673,195186.0,683.0
condition_22,598809.5,249811095.0,1822.825281102907,73.2217282578494,-0.030841900527924425,21.0,0.0,571.0,136.0,686.0,264907.76156501216,-0.0018356265562469107,263525.0,351.0
condition_22,472630.0,238001488.0,1540.80186587741,76.02667407613225,0.0,13.0,0.0,492.0,147.0,662.0,275188.294005877,-0.022947891431164463,273620.0,544.0
condition_22,590390.5,346063718.0,1755.6906575771113,87.94026118366213,-0.01639344262295082,16.0,0.0,493.0,134.0,650.0,317975.33293370274,0.011489137974984921,316497.0,511.0
condition_22,625013.0,358863601.0,1905.6634391126227,87.29591553209225,0.2245068074465129,18.0,0.0,520.0,134.0,642.0,315708.9607073994,0.005478460427864743,314178.0,379.0
condition_22,760026.0,503660464.0,1861.8487150303702,119.21756043345374,-0.2911919977771603,38.0,0.0,635.0,130.0,755.0,430182.13741401676,0.016146601811723373,429064.0,438.0
condition_22,461967.5,268533020.0,1647.6213900137868,85.88691303139761,0.18977493748263408,9.0,0.0,431.0,132.0,610.0,310776.6289795473,-0.016313102596175647,309107.0,528.0
condition_23,859732.5,626737921.0,1425.8216324986022,125.17782717421505,-0.044734648513475965,42.0,0.0,585.0,145.0,755.0,451778.9079704907,-0.06005689776673602,450515.0,597.0
condition_23,540296.5,334483214.0,1931.1148719558764,89.21617115865519,0.06418449569324812,10.0,0.0,424.0,138.0,622.0,322803.7490531035,0.01603802772927168,321089.0,585.0
condition_23,1072843.5,923284759.0,1979.0255557635605,154.44929146985274,0.07529869408168936,57.0,0.0,637.0,146.0,795.0,556977.5329637068,0.03860692774744818,555863.0,492.0
condition_23,1053589.0,1039979840.0,1858.064025086294,131.79716587941095,0.0,17.0,0.0,456.0,136.0,639.0,476022.2042173211,0.009169867477098819,474338.0,462.0
condition_23,1133345.0,986580943.0,1909.791563046642,157.4781883856627,-0.13948318977493748,60.0,0.0,620.0,122.0,765.0,567954.6188089085,-0.009447768090105578,566764.0,448.0
condition_23,753128.0,597421478.0,1709.817302840592,123.49819394276187,0.0,18.0,0.0,452.0,128.0,646.0,446116.78552629217,-0.011628801051605008,444470.0,528.0
condition_23,953425.0,799506688.0,1401.8995291994356,133.22867463184218,-0.005001389274798555,43.0,0.0,541.0,128.0,691.0,480921.4344838741,-0.08886437568397963,479490.0,445.0
condition_23,2154.0,447640.0,1463.2851845232776,1.1286468463462074,0.0,0.0,0.0,2.0,17.0,25.0,7609.041216650903,-0.00019882846184375978,4062.0,50.0
condition_3,695174.0,546506350.0,1983.884510024449,94.9647124201167,-0.0005557099194220616,10.0,0.0,556.0,106.0,605.0,343355.64054024336,0.046631535748318124,341778.0,0.0
condition_3,979888.0,791844978.0,1982.131852232319,121.36148930258405,0.25173659349819394,32.0,0.0,636.0,127.0,723.0,437972.366380924,0.05985648790044921,436780.0,0.0
condition_3,978368.5,796327377.0,1948.3372921549073,121.78910808557933,-0.16532370102806335,40.0,0.0,633.0,145.0,738.0,439477.5014592088,0.01069613572758252,438319.0,0.0
condition_3,803402.5,678041675.0,1576.0547639745005,107.19283134203945,0.025284801333703807,23.0,0.0,592.0,137.0,710.0,387035.14497670496,-0.008162983268748689,385787.0,0.0
condition_3,1201449.5,1128596191.0,2069.888574959757,156.70714087246458,-0.013614893025840511,65.0,0.0,736.0,131.0,832.0,564892.8657230036,0.06206176417657651,563989.0,0.0
condition_3,1082683.0,1043524588.0,1529.1558998981632,142.01944984717977,0.0011114198388441233,43.0,0.0,645.0,139.0,753.0,512242.2451281692,-0.05200515910533636,511128.0,0.0
condition_4,710013.0,440737802.0,1733.7939292917742,127.46373992775771,-0.10502917477076966,55.0,0.0,695.0,148.0,850.0,459698.9303876299,-0.0027732100905254607,458742.0,578.0
condition_4,475223.0,312623676.0,1900.4829821398428,93.62934148374549,-0.008335648791330925,16.0,0.0,494.0,144.0,698.0,338528.4269500338,0.006278968848685851,336972.0,645.0
condition_4,1025230.5,819862557.0,2160.353621003331,174.1792164490136,0.2925812725757155,83.0,0.0,754.0,149.0,880.0,627665.5712595228,0.06554446480538574,626871.0,474.0
condition_4,1477264.0,1614105721.0,1719.472661380896,182.72909141428175,-0.010558488469019172,65.0,0.0,631.0,152.0,760.0,658827.775596959,-0.014476618529574473,657642.0,380.0
condition_4,1421151.0,1679085816.0,1349.789496363657,218.37399277577106,-0.053348152264517924,88.0,0.0,824.0,140.0,905.0,786656.3025423666,-0.13686688633232158,785928.0,344.0
condition_5,646989.0,417133019.0,2081.709799563961,101.70658516254515,0.0,35.0,0.0,735.0,147.0,857.0,367002.6716535635,0.039844797441728246,366042.0,596.0
condition_5,433406.5,243179773.0,1841.8387346549584,74.72714642956377,-0.004723534315087524,16.0,0.0,564.0,146.0,739.0,270344.8981488821,-0.00747364345218442,268943.0,640.0
condition_5,608294.5,351386492.0,1733.9620136507694,95.08280077799388,0.1719922200611281,27.0,0.0,669.0,136.0,797.0,343300.71829249273,-0.00999072093549803,342203.0,596.0
condition_5,633344.5,501508041.0,2058.203649283063,98.16032231175326,-0.17365934981939427,25.0,0.0,648.0,142.0,795.0,354483.1201185736,0.029175748521791285,353279.0,636.0
condition_5,824690.0,681992884.0,1937.2408808242053,129.9572103362045,-0.017782717421505972,42.0,0.0,737.0,147.0,855.0,468687.2392321528,0.0191244940168077,467716.0,537.0
condition_6,741455.0,607598205.0,1521.6399971869569,113.43595443178661,0.0,22.0,0.0,516.0,118.0,672.0,409756.1352017058,-0.06369243585589789,408256.0,524.0
condition_6,647223.5,511080991.0,1984.0809249448293,106.329813837177,0.3287024173381495,12.0,0.0,511.0,119.0,666.0,384209.3662226039,0.011832097749390258,382681.0,533.0
condition_6,745983.0,560943016.0,1649.352394040681,121.42095026396221,-0.6162823006390664,35.0,0.0,612.0,120.0,743.0,438221.5332190535,-0.0008329527391681522,436994.0,535.0
condition_6,805894.5,623604430.0,1871.7837155117709,127.83023061961656,0.1430953042511809,33.0,0.0,565.0,137.0,732.0,461414.4362772036,0.014622777105666968,460061.0,581.0
condition_6,741440.0,537254785.0,1828.6075404595977,125.58099472075577,-0.16282300639066408,45.0,0.0,632.0,144.0,826.0,453091.86455095065,-0.010178451016855786,451966.0,735.0
condition_7,702759.5,481893448.0,1324.5991775053144,121.66907474298417,0.02639622117254793,43.0,0.0,619.0,157.0,829.0,439052.43968421104,-0.052103014308360236,437887.0,586.0
condition_7,1326949.0,1480873207.0,2065.607041484545,176.77966101694915,-0.05779383161989442,60.0,0.0,618.0,155.0,796.0,637463.7974426358,0.07596873258503593,636230.0,531.0
condition_7,1050861.5,1102984503.0,2187.8123560916433,165.47957766046125,0.06640733537093638,50.0,0.0,586.0,147.0,794.0,596769.1522172365,0.071893364986628,595561.0,589.0
condition_7,1407343.5,1699928376.0,1929.7446787399235,196.9188663517644,0.3198110586273965,65.0,0.0,640.0,162.0,838.0,709839.8791714379,0.02632783073517219,708711.0,562.0
condition_7,1181927.5,1199757963.0,1157.3415251872764,159.1811614337316,-0.36926924145595996,48.0,0.0,631.0,136.0,796.0,574106.3653770766,-0.16359156059091268,572893.0,564.0
condition_7,87232.0,51553111.0,2154.470400088949,19.703806612948043,0.0,0.0,0.0,139.0,50.0,235.0,73901.90244512202,0.0054152374291592704,70914.0,348.0
condition_8,951127.0,1034776520.0,2004.3952385738323,163.98332870241734,0.25451514309530426,38.0,0.0,552.0,144.0,725.0,591547.1959912528,0.03389854942632843,590176.0,528.0
condition_8,817289.0,866539221.0,1936.1702156952917,135.41706029452627,-0.08224506807446513,8.0,0.0,439.0,149.0,618.0,489070.7403441948,0.004605580730883291,487366.0,529.0
condition_8,795287.0,963732159.0,2061.968301220713,118.35120866907474,0.04667963323145318,0.0,0.0,428.0,112.0,562.0,427803.7515293854,0.04193542311744524,425946.0,463.0
condition_8,672720.5,783496747.0,1944.975658722167,120.4309530425118,0.08363434287302028,0.0,0.0,360.0,140.0,577.0,435274.01404564874,0.028099991494340913,433431.0,628.0
condition_8,215246.5,149899070.0,743.8446863279405,49.13781606001667,-0.10975270908585719,0.0,0.0,314.0,72.0,423.0,179271.1952223033,-0.05340580787596256,176847.0,508.0
condition_9,717688.5,468386331.0,1643.525073153768,126.55209780494582,0.02639622117254793,49.0,0.0,679.0,159.0,837.0,456470.69177040865,-0.014558440552348803,455461.0,560.0
condition_9,582191.0,403018398.0,1857.258946697019,111.62545151430953,0.3989997221450403,37.0,0.0,591.0,148.0,798.0,402905.3933311488,0.007808713308285526,401740.0,688.0
condition_9,691185.5,508436390.0,1911.6198210674888,127.33620450125035,-0.3159210891914421,40.0,0.0,615.0,149.0,806.0,459372.6644937265,0.012945150947413914,458283.0,685.0
condition_9,523059.0,332045683.0,1680.2131402864827,102.88802445123646,0.005557099194220617,23.0,0.0,522.0,145.0,781.0,371576.19138753554,-0.01362535534660665,370294.0,821.0
condition_9,772722.5,601759131.0,1809.4817178453416,140.2186718532926,-0.017504862461794942,54.0,0.0,674.0,147.0,872.0,505565.21038438444,0.009268841635970308,504647.0,706.0
